Name,Price,PriceScore,Processor Type,ProcessorScore,RAM,RAMScore,Hard Disk,StorageScore,Graphics Card,GraphicsScore,Screen Size,ScreenScore,TotalScore,NormalizedScore
HP EliteBook 830 G8 Core i7 11th Gen Laptop,53800.0,3.3875451263537903,Intel Core i7-1185G7 11th Generation,8.299999999999999,16.0,8.0,512GB NVMe,9.0,Intel Iris Xe 8GB,5,"13.3 inch Diagonal FHD bent, Anti-Glare UMA eDP, 250 nits, 45% NTSC",8.65,6.945018050541516,76.19577506760126
HP Elitebook 830 G7 Core i5 10th Gen 16GB RAM,50000.0,4.611913357400722,Intel Core i5-10210U Processor,7.0,16.0,8.0,512GB NVMe SSD,9.0,Intel 8GB UHD Graphics,3,"13.3"" Diagonal FHD Touch",8.65,6.94476534296029,76.19213858329975
Huawei Matebook D15 AMD Ryzen 7 3700U Laptop,35000.0,8.19494584837545,Ryzen 7 3700U,5.71875,8.0,4.0,512GB PCIe NVMe M.2,9.0,Radeon Vega 10 Graphics with 1GB Dedicated Graphics,6,15 Inch FHD,9.5,6.943603339350181,76.1754172492347
Lenovo ThinkPad T470s Core i7 7th Gen 256GB SSD,26000.0,8.844765342960288,Intel Core i7-7500U 7th Generation,5.5,8.0,4.0,256GB M.2 NVME,7.0,4 GB Intel UHD Graphics,4,"14.6"" FHD",9.3,6.9379061371841155,76.09343400940122
Lenovo ThinkPad T480s Core i5 8th Gen 8GB RAM 256GB SSD,25500.0,8.88086642599278,Intel Core i5-8260U 8th Generation,5.6,8.0,4.0,256GB PCIe,7.0,Built-in Graphics,3,"14"" Full HD LED Backlit Anti-Glare IPS",9.0,6.932346570397112,76.01343135476768
"Lenovo Thinkpad T490s Core i7 8th Gen 14"" FHD 8GB RAM",32000.0,8.411552346570396,Intel Core i7-8565U 8th Generation,6.199999999999999,8.0,4.0,256GB SSD,7.0,16GB Intel Ultra HD,3,"14"" FHD",9.0,6.924620938628158,75.90225883469249
Dell Latitude 5590 Core i5 8th Gen Laptop,27500.0,8.736462093862816,Intel Core i5-8250U 8th Gen,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics 620,4,15.60 inch Ultra HD Display,9.8,6.924584837545126,75.90173933693512
HP EliteBook 840 G6,27500.0,8.736462093862816,Intel Core i5-8265U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics 620 Graphics,4,"14"" Diagonal FHD IPS Anti-Glare LED-Backlit Display",9.0,6.924584837545126,75.90173933693512
Lenovo IdeaPad V310 Core i5 7th Gen 256GB SSD,18500.0,9.386281588447654,Intel Core i5 7th Gen,4.9,8.0,4.0,256GB,7.0,Intel HD 620 Graphics,3,"14.1"" Full HD 1920 x 1080 LED Display",9.05,6.924512635379061,75.90070034142042
Lenovo ThinkPad T14 Ryzen 5 Pro 4640U,36500.0,8.086642599277978,AMD Ryzen 5 Pro 4640U,6.125,8.0,4.0,256GB M.2 NVMe,7.0,AMD Radeon Graphics,6,14 Inch HD,9.0,6.922157039711191,75.86680311275262
Lenovo Thinkpad T490 Core i5 8th Gen 256GB M.2 SSD,27700.0,8.722021660649819,Intel Core i5-8365U 8th Generation,5.6,8.0,4.0,256GB SSD PCI GEN3,7.0,Intel UHD 4K Graphics 620,4,"14"" FHD IPS Touch",9.0,6.918808664259927,75.81861969575742
Lenovo Thinkpad T490S Core i5 8th Gen 8GB RAM Laptop,26000.0,8.844765342960288,Intel Core i5-8365U 8th Generation,5.6,8.0,4.0,256GB SSD Nvme,7.0,Intel 620 4GB,3,"14"" Full HD Resolution Display",9.0,6.917906137184115,75.80563225182341
"Lenovo ThinkPad T480s Core i5 8th Gen 14"" Touch Laptop",26000.0,8.844765342960288,Intel Core i5-8260U 8th Generation,5.6,8.0,4.0,256GB PCIe NVMe M.2,7.0,,3,"14"" Full HD LED Backlit Anti-Glare IPS Touchscreen Display",9.0,6.917906137184115,75.80563225182341
Lenovo ThinkPad T480 Powerful Business Laptop,26000.0,8.844765342960288,Intel Core i5 8th Generation,5.6,8.0,4.0,256 GB,7.0,Intel HD Graphics,3,14-inch Full HD LED,9.0,6.917906137184115,75.80563225182341
Lenovo ThinkPad T490 Core i5 8th Gen Touch Laptop,26000.0,8.844765342960288,Intel Core i5 8th generation,5.6,8.0,4.0,256GB M.2 NVMe,7.0,Intel HD 5500 Series 6GB,3,"14"" Full HD IPS Touchscreen",9.0,6.917906137184115,75.80563225182341
Dell Latitude 5290 2-in-1 Core i5 8th Gen Laptop,27800.0,8.71480144404332,Core i5-8350U 8th Gen,5.6,8.0,4.0,256GB M.2,7.0,Intel UHD 620,4,"12.5"" FHD LED Touch Screen Display",8.25,6.915920577617328,75.77705987516858
Dell Precision 3541 Core i7 9th Gen Workstation,56200.0,2.614259927797832,Intel Core i7-9th Generation,6.899999999999999,32.0,10.0,512GB,9.0,4GB Nvidia Graphics GDDR5,7,"15.6-inch FHD, 60Hz Refresh Rate, Anti-Glare, WLED, Non-Touch",9.8,6.915703971119132,75.77394288862439
"Dell Latitude 7400 Core i5 8th Gen 14"" Touch Laptop",28000.0,8.700361010830326,Intel Core i5-8265U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel UHD 620 Graphics,4,"14 inch, FHD Touch Anti-reflective and Anti-Smudge, Corning Gorilla Glass 5",9.0,6.910144404332131,75.69394023399089
Lenovo Thinkpad L470 Core i5 7th Gen 8GB RAM Laptop,18999.0,9.350252707581227,Intel Core i5-7200U 7th Generation,4.9,8.0,4.0,256GB,7.0,Intel HD Graphics,3,"14-Inch FHD LED Anti-Glare, LED Backlight",9.0,6.91010108303249,75.69331683668203
Dell Latitude 7390 Core i7 7th Gen 8GB RAM Laptop,27000.0,8.772563176895307,Intel Core i7-7500U 7th Gen,5.5,8.0,4.0,256GB NVMe,7.0,Intel UHD Graphics,4,13.3 Inch FHD Display,8.65,6.909025270758123,75.67783580351269
Lenovo ThinkPad T490s Core i5 8th Gen Laptop,26500.0,8.808664259927797,Intel Core i5-8500U 8th Generation,5.6,8.0,4.0,256GB NVMe,7.0,Intel Ultra HD 8GB,3,"14"" FHD, IPS Type, Anti-Glare",9.0,6.9034657039711185,75.59783314887915
HP ProBook 640 G5 Core i5 8th Generation Laptop,26500.0,8.808664259927797,Intel Core i5 8th Gen,5.6,8.0,4.0,256 GB NVMe M.2,7.0,4 GB Share Graphic,3,"15.6 inch Diagonal HD SVA eDP Anti-Glare LED-Backlit, 45% sRGB, 220 nits Brightness",9.8,6.9034657039711185,75.59783314887915
HP EliteBook 850 G8 Core i5 11th Gen 512GB SSD,52000.0,3.9675090252707585,Intel Core i5 1185G7 11th Generation,7.699999999999999,16.0,8.0,512GB NVME M.2,9.0,Intel Graphics 8GB,3,"15.6 inch Diagonal FHD bent, Anti-Glare UWVA eDP, 250 nits, 45% NTSC",9.8,6.897003610108303,75.50484305031159
HP EliteBook 830 G6 Core i5 8th Gen 8GB RAM Laptop,26800.0,8.787003610108304,Intel Core i5 8th Gen,5.6,8.0,4.0,256GB,7.0,4GB Share Graphic,3,13.3 inch diagonal FHD IPS eDP Anti-Glare WLED-Backlit Slim,8.65,6.894801444043321,75.47315368711261
HP EliteBook 830 G7 Core i5 10th Gen 8GB RAM Laptop,41500.0,7.350631768953068,Intel Core i5 10th Gen,7.0,8.0,4.0,512GB NVme,9.0,Intel UHD 4 GB,4,"13.3"" FHD, IPS, anti-glare, WLED-backlit, eDP, 250 nits, 45 Percent NTSC",8.65,6.890252707581228,75.40769696968516
Lenovo ThinkPad X380 Yoga Core i7 8th Gen Laptop,35000.0,8.19494584837545,Intel Core i7 8th Gen,6.199999999999999,8.0,4.0,256GB,7.0,Intel UHD Graphics,4,"13.3"" FHD Touch 360",8.65,6.88797833935018,75.37496861097142
HP EliteBook 840 G6 Core i7 8th Gen Laptop,35000.0,8.19494584837545,Intel Core i7 8th Generation,6.199999999999999,8.0,4.0,256GB M.2,7.0,Intel UHD Graphics 620,4,14″ Diagonal FHD IPS Anti-Glare Screen,9.0,6.88797833935018,75.37496861097142
Lenovo Ideapad 320 Core i5 8th Gen 6GB Total Graphics,34000.0,8.267148014440433,Intel Core i5-8250U 8th Generation,5.6,8.0,4.0,256 GB M.2 NVMe,7.0,6GB Total Graphics with Dedicated NVIDIA GeForce MX150 GDDR5,7,15.6 Inch Diagonal FHD SVA Anti-Glare WLED-Backlit 1920 x 1080,9.8,6.886859205776174,75.35886418049327
HP Probook 450 G4 Core i5 7th Gen Laptop,25000.0,8.916967509025271,Intel Core i5-7200U 7th Generation Processor,4.9,8.0,4.0,128GB SSD + 1TB HDD,10.0,Intel HD Graphics 620,3,"15.6"" Diagonal HD Anti-Glare LED-Backlit",9.8,6.886787003610109,75.35782518497854
Dell XPS 9370 Core i7 8th Gen 512GB SSD 4K Display,49000.0,4.934115523465704,Intel Core i7-8550U 8th Gen,6.199999999999999,16.0,8.0,512GB NVME,9.0,Intel UHD Graphics 620 series 8GB Built-in (up to 16GB upgradable),4,13.3'' 4K Touch Display,8.65,6.883646209386281,75.31262888008816
Dell Latitude E7270 Core i7 6th Gen 256GB SSD Laptop,19000.0,9.350180505415162,Intel Core i7-6th Gen Processor,4.799999999999999,8.0,4.0,256GB,7.0,‎Intel Integrated Graphics,3,"12.5"" HD",8.25,6.8800722021660645,75.26119860210946
HP EliteBook 840 G5,27500.0,8.736462093862816,Intel Core i5 8th Generation,5.6,8.0,4.0,256GB M.2,7.0,HD 620 4GB,3,"14.1"" IPS Full HD Display",9.05,6.874584837545126,75.18223494299065
Lenovo Thinkpad T470s Core i7 7th Gen Touch Laptop,28500.0,8.664259927797834,Intel Core i7-7500U 7th Generation,5.5,8.0,4.0,256GB M.2 NVME,7.0,4 GB Intel UHD Graphics,4,"14.6"" 4K Supported FHD Touch",9.3,6.865703971119133,75.05443849467991
Dell XPS 13 9380 Core i7 8th Gen 16GB RAM Touch Laptop,48000.0,5.256317689530686,Intel Core i7 8th Generation,6.199999999999999,16.0,8.0,256 GB M.2 NVME SSD,7.0,8 GB Intel Graphics,3,13.3-Inch Infinity Edge 4K Touch Display,8.65,6.862527075812274,75.00872269203217
"HP ProBook 430 G6 Core i5 8th Gen 13.5"" Touch Laptop",29999.0,8.556028880866426,Intel Core i5-8265U 8th Gen,5.6,8.0,4.0,256GB PCIe Gen 3x4 NVMe Value TLC,7.0,Intel UHD Graphics 620 4GB,4,13.3 inch Diagonal FHD UWVA eDP LED-Backlit slim Touchscreen,8.65,6.85241155234657,74.86315942041972
HP EliteBooK 830 G6 Core i5 8th Gen 8GB RAM,29999.0,8.556028880866426,Intel Core i5 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics 620,4,13.3 Inch FHD Display,8.65,6.85241155234657,74.86315942041972
Dell Latitude E7480 Core i5 7th Gen Laptop,21000.0,9.205776173285198,Intel Core i5-7200U 7th Generation,4.9,8.0,4.0,256GB,7.0,Intel HD Graphics 620,3,14 Inch FHD Display,9.0,6.852310469314079,74.86170482669912
Lenovo ThinkPad X1 Carbon Core i7 8th Gen,38000.0,7.978339350180505,Intel Core i7 8th Generation,6.199999999999999,8.0,4.0,512GB,9.0,Built-in 4GB graphics,3,"14"" FHD (1920 x 1080p)",9.0,6.8513357400722015,74.84767838725035
Dell Latitude 5430 Core i5 12th Gen 256GB NVMe SSD,54000.0,3.3231046931407935,Intel Core i5-1235U 12th Gen,8.4,16.0,8.0,256GB NVme,7.0,Intel Iris Xe Graphics,5,14.0 inch FHD IPS display,9.0,6.849241877256317,74.81754751732343
HP ProBook 640 G3 Core i5 7th Gen Laptop,21200.0,9.191335740072201,Intel Core i5-7200U 7th Generation,4.9,8.0,4.0,256 GB,7.0,Intel HD Graphics 620,3,14 inch diagonal LED-backlit HD SVA eDP Anti-glare Slim 45% CG 220 nits,9.0,6.846534296028881,74.77858518552142
Lenovo ThinkPad X395 AMD Ryzen 5 Pro 3500U 256GB SSD,28999.0,8.628231046931408,"Ryzen 5 Pro 3500U (4 core, 8 threads, 4 mb cache)",5.11875,8.0,4.0,256GB,7.0,Integrated AMD Radeon™ Vega 10 Graphics,6,"13.3″ HD TN Display (1366 x 768), 250 nits",8.65,6.836917418772563,74.64019747668249
Dell Latitude 7400 Core i5 8th Gen Metal Body Laptop,28999.0,8.628231046931408,Intel Core i5-8365U 8th Generation,5.6,8.0,4.0,256GB NVMe M.2,7.0,4GB intel HD Graphics,3,"14"" diagonal FHD display",9.0,6.831292418772563,74.55925323236373
"HP ProBook 430 G6 Core i3 8th Gen 13"" FHD Laptop",23000.0,9.061371841155236,Intel Core i3-8145U 8th Generation,5.0,8.0,4.0,128GB SATA III TLC,6.0,Intel UHD Graphics 620,4,"14"" diagonal FHD IPS eDP Anti-Glare On-Cell WLED",9.0,6.824548736462095,74.46221105128879
HP Pavilion 14-al132TX Core i5 7th Gen 2GB Dedicated,29000.0,8.628158844765343,Core i5-7200U 7th Generation,4.9,8.0,4.0,256GB M.2 NVME SSD,7.0,6GB Graphics with Dedicated NVIDIA 940MX,7,"14"" with 1366 x 780p (4K Supported)",9.0,6.8212635379061375,74.41493675536896
Lenovo Ideapad 3 15ITL6 Core i3 11th Gen,26000.0,8.844765342960288,Intel Core i3 11th Gen,7.1,4.0,2.0,256GB,7.0,Integrated Intel UHD Graphics,4,"15.6"" FHD (1920 x 1080p) IPS Display",9.8,6.817906137184115,74.36662346393442
"HP 15S-DU1014TU Core i3 10th Gen 15.6"" 1TB HDD Laptop",24000.0,8.989169675090253,Intel Core i3-10110U 10th Generation,6.3999999999999995,4.0,2.0,128GB SSD + 1TB HDD,10.0,Intel UHD Graphics,4,"15.6"" Diagonal FHD SVA Anti-Glare Micro-Edge WLED-Backlit",9.8,6.815667870036101,74.33441460297804
Lenovo ThinkPad T14s AMD Ryzen 5 Pro 4650U 256GB SSD,35000.0,8.19494584837545,AMD Ryzen 5 Pro 4650U,6.125,8.0,4.0,256 GB,7.0,4GB Built-in and 2GB dedicated Graphics Card,3,"14"" FHD",9.0,6.8154783393501805,74.33168723975191
"HP ProBook x360 440 G1 Core i3 8th Gen 14"" Touch Screen",23500.0,9.025270758122744,Intel Core i3 8th Gen,5.0,8.0,4.0,256 GB,7.0,4 GB Share Graphic,3,"14"" LED FHD Touch Display",9.0,6.810108303249098,74.25441194834453
HP EliteBook 840 G4 Core i5 7th Gen Laptop,22500.0,9.097472924187727,Intel Core i5-7600U 7th Generation,4.9,8.0,4.0,256GB M.2,7.0,,3,14 inch Diagonal FHD SVA Anti-Glare Slim LED-backlit Non-Touch,9.0,6.80898916967509,74.23830751786633
HP ZBook 14U G5 Core i5 8th Gen Laptop,30000.0,8.55595667870036,Intel Core i5-8250U 8th Generation,5.6,8.0,4.0,256GB,7.0,UHD Graphics 620,3,"14"" diagonal FHD IPS eDP Anti-Glare LED-Backlit",9.0,6.802382671480144,74.14323942826933
Dell Latitude 7480 Core i7 7th Gen Laptop,29000.0,8.628158844765343,Intel Core i7-7600U 7th Generation,5.5,8.0,4.0,256GB,7.0,Intel Graphics,3,14 Inch FHD Display,9.0,6.801263537906137,74.12713499779116
Fujitsu LifeBook T939 2-In-1 Flip Touch Laptop,31990.0,8.412274368231047,Intel Core i5-8365U 8th Gen,5.6,8.0,4.0,256GB Name,7.0,Intel UHD Graphics 620,4,"14-inch, LED backlight, Ultra HD, Glare, typical 285 cd/m Touch Display",9.0,6.794909747292419,74.03570339249568
Lenovo ThinkPad T470S Core i5 7th Gen Laptop,22999.0,9.0614440433213,Intel Core i5-7260U 7th Generation,4.9,8.0,4.0,256GB NVMe,7.0,Intel HD Graphics 620,3,"14"" FHD IPS Display",9.0,6.79457761732852,74.03092401312797
"HP 348 G4 Core i5 7th Gen 8GB RAM 14.1"" Laptop",23000.0,9.061371841155236,Intel Core i5-7200U 7th Gen,4.9,8.0,4.0,256GB M.2 NVMe,7.0,Intel HD Graphics 620,3,14.1 Inch Diagonal HD SVA BrightView WLED-Backlit,9.05,6.794548736462094,74.03050841492207
Lenovo ThinkPad T460S Core i7 6th Gen Laptop,21999.0,9.133646209386281,Intel Core i7 6th Gen,4.799999999999999,8.0,4.0,256GB M.2,7.0,Intel HD Series 4 GB Graphics,3,14 Inch FHD Display,9.0,6.793458483754512,74.01481958264978
"HP EliteBook 840 G6 i5 8th Gen 14"" FHD Touch Laptop",30490.0,8.52057761732852,Intel Core i5-8265U 8th Generation,5.6,8.0,4.0,256GB,7.0,Built in 4GB,3,"14"" diagonal FHD IPS eDP Anti-Glare On-Cell WLED-backlit slim Touch",9.0,6.788231046931408,73.93959630738397
Dell Inspiron 15-5567 Core i3 7th Gen 8GB RAM Laptop,16999.0,9.494657039711193,Intel Core i3 7100U 7th Gen Processor,4.3,8.0,4.0,1TB,7.0,4GB Intel Graphics,3,15.6 Inch HD 1366 x 768 Truelife LED-Backlit Display,9.8,6.787862815884477,73.9342974302589
Dell Inspiron 15 Core i3 7th Gen 1TB HDD Laptop,16999.0,9.494657039711193,Intel Core i3 7th Processor,4.3,8.0,4.0,1TB,7.0,Intel HD Graphics 620,3,"15.6"" HD (1366 x 768) Display",9.8,6.787862815884477,73.9342974302589
Dell Latitude 7490 Core i5-7200U 7th Gen Laptop,25000.0,8.916967509025271,Intel Core i5-7200U 7th Gen,4.9,8.0,4.0,256GB,7.0,Intel UHD Graphics 620,4,14 inch FHD LED Touchscreen,9.0,6.786787003610109,73.91881639708954
HP ProBook 430 G3 Core i5-6th Gen 8GB RAM 256GB SSD,16000.0,9.56678700361011,Intel Core i5-6200U 6th Gen,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD 520,3,13.3 Inch Diagonal LED-Backlit HD Anti-Glare,8.65,6.7867148014440435,73.91777740157481
MSI Modern 14 B4MW AMD Ryzen 5 4500U,39500.0,7.870036101083032,AMD Ryzen 5 4500U,6.125,8.0,4.0,512GB NVMe SSD,9.0,Dedicated GPU 512 MB,3,"14.0"" FHD",9.0,6.785514440433213,73.90050410114256
HP EliteBook 840 G3 Core i7 6th Gen 8GB RAM 256GB SSD,22500.0,9.097472924187727,Intel Core i7 6200U 6th Gen Processor,4.799999999999999,8.0,4.0,256GB M.2,7.0,Intel HD Graphics 520,3,14 Inch Diagonal LED-Backlit HD Anti-Glare,9.0,6.778989169675091,73.80660488149964
Lenovo ThinkPad X1 Carbon Core i5 8th Gen Laptop,31000.0,8.483754512635379,Intel Core i5 8th Gen,5.6,8.0,4.0,256GB M.2,7.0,Intel HD Graphics,3,"14"" FHD IPS Nero Border Display",9.0,6.773501805054152,73.72764122238083
Lenovo IdeaPad 320-15IKB 80XL Core i5 7th Gen Laptop,29000.0,8.628158844765343,Intel Core i5-7200U 7th Generation,4.9,8.0,4.0,128GB M.2 PCLe NVME SSD + 500GB HDD,6.0,NVIDIA GeForce 2GB Dedicated Graphics,7,"15.6"" HD LED Backlit Anti-glare TN Display",9.8,6.771263537906137,73.69543236142445
"Lenovo Thinkpad T480 Core i5 7th Gen 14"" FHD",23999.0,8.989241877256317,Intel Core i5-7300U 7th Generation,4.9,8.0,4.0,256GB,7.0,Intel Ultra HD 620 4GB,3,"14"" LED FHD",9.0,6.765696750902527,73.61532580723946
HP 15s fq2015tu Core i5 11th Gen 15.6 FHD Display,44500.0,6.384025270758123,Intel Core i5-1135G7 11th Gen,7.699999999999999,8.0,4.0,512GB PCIe NVMe M.2,9.0,Intel Iris Graphics,5,"15.6"" diagonal Full HD 1920 x 1080p Display, Micro-Edge, Anti-Glare, 250 nits, 45% NTSC",9.8,6.763610108303249,73.58529883686398
Dell Precision 5530 Core i9 8th Gen Business Laptop,55000.0,3.0009025270758123,Intel Core i9-8950HK 8th Gen,6.5,32.0,10.0,512GB NVMe,9.0,Intel HD Graphics,3,15.6 inch FHD Wide View Anti-Glare LED-Backlit,9.8,6.750361010830326,73.39464315991266
Dell Inspiron 15-3567 Core i3 7th Gen 8GB RAM Laptop,18490.0,9.387003610108303,Intel Core i3-7020U 7th Generation,4.3,8.0,4.0,256GB,7.0,Intel HD Graphics 620,3,15.6-inch HD Anti-Glare LED-Backlit Display,9.8,6.744801444043322,73.3146405052791
Asus Vivobook S556UQ Core i5 7th Gen Slim Laptop,30000.0,8.55595667870036,Intel Core i5-7200U 7th Processor,4.9,8.0,4.0,128 GB M.2 NVME SSD + 500 GB HDD Hard Disk,6.0,6 GB Total Graphics with 2GB Dedicated NVIDIA GeForce 940MX GDDR5,7,"15.6"" 4K Supported Ultra Full HD Display",9.8,6.742382671480144,73.27983415553592
HP ZBook 14U G6 Core i5 8th Gen 256GB SSD Laptop,33999.0,8.267220216606498,Intel Core i5-8250U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics 620,4,"14"" diagonal FHD IPS eDP Anti-Glare LED-Backlit",9.0,6.736888086642599,73.20076659686563
HP EliteBook 850 G6 Core i5 8th Gen 8GB RAM Laptop,34000.0,8.267148014440433,Intel Core i5 8th Generation,5.6,8.0,4.0,256GB M.2,7.0,Intel UHD Graphics 620,4,15.6 inches Diagonal FHD eDP Anti-Glare WLED-Backlit,9.8,6.736859205776174,73.20035099865976
HP EliteBook 850 G6 Core i5 8th Gen Laptop,34000.0,8.267148014440433,Intel Core i5 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics 620,4,15.6 inches diagonal FHD eDP anti-glare WLED-backlit slim,9.8,6.736859205776174,73.20035099865976
Lenovo ThinkPad X1 Yoga Core i5 8th Gen Touchscreen,34000.0,8.267148014440433,Intel Core i5-8265U 8th Gen,5.6,8.0,4.0,256GB M.2,7.0,Intel UHD 620,4,"14"" Full HD  360 Degree Touchscreen Display",9.0,6.736859205776174,73.20035099865976
HP Elitebook 850 G5 Core i5 8th Gen Laptop,32500.0,8.375451263537906,Intel Core i5 8th Gen,5.6,8.0,4.0,256GB M.2,7.0,Intel HD Graphics 620,3,15.6 Inch FHD IPS Display,9.8,6.730180505415163,73.10424391354803
HP EliteBook 830 G5 Core i5 7th Gen Laptop,27000.0,8.772563176895307,Intel Core i5 7th Generation,4.9,8.0,4.0,256GB,7.0,Intel UHD 620,4,"13.3"" Diagonal FHD IPS Anti-Glare LED-Backlit",8.65,6.7290252707581235,73.0876199853125
"Lenovo Yoga 910 Core i7 16GB RAM 13.9"" Ultrabook",48200.0,5.1918772563176905,Intel Core i7 7th Gen 7500U Processor,5.5,16.0,8.0,512GB,9.0,Intel HD Graphics 620,3,"13.9""  Full HD Touch, Up to 360 Degree Display Flip",8.95,6.726750902527076,73.05489162659877
HP EliteBook 850 G7 Core i7 10th Gen Laptop,53499.0,3.4845279783393512,Intel Core i7 10th Gen Processor,7.6,16.0,8.0,512 GB PCIe NVMe,9.0,Intel UHD Graphics,4,"15.6"" diagonal, FHD, IPS, Anti-Glare",9.8,6.723811191335741,73.01258892421691
Lenovo ThinkPad L470 Core i3 7th Gen 8GB RAM Laptop,17500.0,9.458483754512635,Intel Core i3-7200U 7th Generation,4.3,8.0,4.0,128GB,6.0,Intel HD Graphics,3,"14-Inch FHD LED Anti-Glare, LED Backlight",9.0,6.723393501805054,73.00657833516424
HP EliteBook 745 G6 AMD Ryzen 7 Gaming Laptop,34000.0,8.267148014440433,AMD Ryzen 7 3700U with Radeon Vega,5.71875,8.0,4.0,256GB M.2,7.0,2GB Dedicated Graphics,3,"14"" HD Display",9.0,6.722484205776174,72.99349348540073
Dell Lattitude 5490 Core i5 6th Gen Laptop,20000.0,9.277978339350181,Core i5 6th Gen,4.199999999999999,8.0,4.0,256GB,7.0,integrated Intel UHD Graphics 620,4,14 inch wide with 1920 x 1080p,9.0,6.721191335740073,72.97488897196524
HP EliteBook 820 G3 Core i5 6th Gen 8GB RAM,18300.0,9.40072202166065,Intel Core i5-6300U 6th Generation,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD Graphics 520,3,"12.5"" HD Display",8.25,6.72028880866426,72.96190152803122
Asus VivoBook X510UA Core i5 8th Gen 8GB RAM Laptop,33000.0,8.339350180505415,Intel Core i5-8250U 8th Generation,5.6,8.0,4.0,128 GB M.2 NVME SSD + 500 GB HDD Hard Disk,6.0,Intel UHD Graphics 620,4,"15.6 Inch, HD Display",9.8,6.715740072202166,72.89644481060378
HP 15-da0xxx Core i5 8th Gen 8GB RAM Ultra Slim Laptop,33000.0,8.339350180505415,Intel Core i5-8260U 8th Generation,5.6,8.0,4.0,256GB M.2 NVMe,7.0,4 GB UHD Intel Graphics,3,"15.6"" 4K Supported HD Display",9.8,6.715740072202166,72.89644481060378
Lenovo ThinkPad T460S Core i5 6th Generation Laptop,18500.0,9.386281588447654,Intel Core i5-6200U 6th Gen Processor,4.199999999999999,8.0,4.0,256GB M.2,7.0,Intel HD Graphics 520,3,"14"" Ultra HD Display",9.0,6.714512635379061,72.87878188685353
Dell Latitude 7200 2-in-1 Core i5 8th Gen Touch Laptop,26000.0,8.844765342960288,Intel Core i5 7th Generation,4.9,8.0,4.0,256GB,7.0,HD graphics,3,12.3-inch FHD WUXGA AR+AS Touchscreen,8.15,6.707906137184116,72.78371379725652
HP 15s-eq2223AU Ryzen 5 5500U 512GB GB SSD Laptop,43999.0,6.545448555956678,AMD Ryzen 5-5500U,7.13125,8.0,4.0,512GB PCIe NVMe M.2,9.0,AMD Radeon 4GB,6,"15.6"" FHD Diagonal FHD, micro-edge, anti-glare, 250 nits, 45% NTSC",9.8,6.707554422382671,72.77865259035542
HP EliteBook 840 G3 Core i5 6th Gen 8GB RAM Laptop,18800.0,9.364620938628159,Intel Core i5-6200U 6th Gen,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD Graphics 520,3,"14"" Diagonal LED-Backlit FHD Anti-Glare",9.0,6.705848375451263,72.75410242508697
Dell Latitude 7480 Core i5 6th Generation Laptop,19000.0,9.350180505415162,Intel Core i5-6300U 6th Generation,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD Graphics 520,3,14 Inch LED Display,9.0,6.700072202166065,72.67098278390925
Dell Latitude E7450 Core i7 5th Gen Laptop,17999.0,9.42245487364621,Intel Core i7-5600U 5th Gen Processor,4.1,8.0,4.0,256GB,7.0,Intel HD Graphics 5500,3,"14"" Display",9.0,6.698981949458483,72.65529395163695
Asus VivoBook S556UQ Core i5 6th Gen 2GB Dedicated,26000.0,8.844765342960288,Intel Core i5 6th Gen 6200U Processor,4.199999999999999,8.0,4.0,256 GB M.2 NVMe,7.0,4GB Shared with 2GB Dedicated NVIDIA GeForce MX 150,7,"15.6"" 4K",9.8,6.697906137184116,72.63981291846761
Dell Latitude E5470 Core i5 6th Gen Laptop,17500.0,9.458483754512635,Intel Core i5-6300U 6th Generation,4.199999999999999,8.0,4.0,128GB,6.0,Intel HD Graphics 530,3,14 inch FHD Non-Touch Anti-Glare Display,9.0,6.693393501805054,72.57487569879754
Apple A1502 MacBook Pro 2015 Core i5 16GB RAM,44999.0,6.223246389891697,Core i5,3.5,16.0,8.0,1TB,10.0,Intel Iris Graphics 6100,5,13.3 Inch,8.65,6.689298555956679,72.51594906818012
Lenovo IdeaPad 80XL Core i5 7th Gen 8GB RAM Laptop,25000.0,8.916967509025271,Intel Core i5-7200U 7th Generation,4.9,8.0,4.0,128GB M.2 PCLe NVME + 500GB HDD,6.0,Intel HD Graphics 620,3,"15.6"" Full HD 1920 x 1080 LED Display",9.8,6.6867870036101085,72.47980760920053
Lenovo Thinkpad T460 Core i5 6th Gen Laptop,19500.0,9.314079422382672,Intel Core i5-6300U 6th Gen,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD 520,3,"14"" FHD",9.0,6.685631768953069,72.46318368096499
