Name,Price,PriceScore,Processor Type,ProcessorScore,RAM,RAMScore,Hard Disk,StorageScore,Graphics Card,GraphicsScore,Screen Size,ScreenScore,TotalScore,NormalizedScore
Lenovo ThinkPad T495 Ryzen 7 Pro-3700U Touch Laptop,39999.0,7.8340072202166064,Ryzen 7 Pro-3700U,5.71875,32.0,10.0,512GB NVMe,9.0,AMD Radeon-16GB with Redeon Vega 10 2GB Dedicated,6,14 inch FHD Wide View Angle Anti Glare 300-nits LED Backlit Touch Display,9.0,8.599227888086643,100.0
HP EliteBook 845 G8 Ryzen 5 Pro 5650 512GB SSD Laptop,39500.0,7.870036101083032,AMD Ryzen 5 PRO 5650U,7.13125,16.0,8.0,512GB NVMe,9.0,AMD Radeon 8GB,6,"14"" diagonal FHD IPS eDP anti-glare WLED-backlit bent, 250 nits, 45% NTSC",9.0,8.437389440433213,97.671130516084
HP EliteBook 840 G7 Core i5 10th Gen 16GB RAM Notebook,39000.0,7.906137184115524,Intel Core i5 10th Gen,7.0,16.0,8.0,512GB PCIe NVMe,9.0,Intel UHD,4,"14.1"" Diagonal FHD",9.05,8.31245487364621,95.87331112090797
HP ProBook 440 G7 Core i5 10th Gen 512GB SSD Laptop,38000.0,7.978339350180505,Intel Core i5-10210U 10th Gen,7.0,16.0,8.0,512GB NVMe,9.0,Intel Ultra HD 8GB,3,"14-inch diagonal FHD IPS eDP anti-glare slim, 250 nits, 45% NTSC",9.0,8.291335740072203,95.56940493285198
"Dell Latitude 5411 Core i5 10th Gen 14"" Display",37000.0,8.050541516245488,Intel Core i5-10210U 10th Generation,7.0,16.0,8.0,256GB,7.0,8GB Intel UHD Graphics,4,"14"" FHD LED",9.0,8.270216606498195,95.265498744796
Dell Latitude 3410 Core i5 10th Gen Laptop,37000.0,8.050541516245488,Intel Core i5-10210U 10th Generation,7.0,16.0,8.0,256GB,7.0,Intel UHD GPU,4,"14"" FHD Anti-Glare Display",9.0,8.270216606498195,95.265498744796
Lenovo T490 Core i5 10th Gen 256GB SSD Laptop,36000.0,8.12274368231047,Intel Core i5-10210U 10th Generation,7.0,16.0,8.0,256GB PCIe M.2 NVMe Class 35,7.0,Shared 8GB,3,14 inch FHD LED 400nit Brightness,9.0,8.249097472924188,94.96159255674003
Lenovo ThinkPad T480s Core i7 8th Gen 512GB SSD Laptop,32999.0,8.33942238267148,Intel Core i7-8650U 8th Generation,6.199999999999999,16.0,8.0,512GB PCIe M.2 NVMe Class 35,9.0,Intel UHD Graphics 620,4,"14"" diagonal FHD display",9.0,8.245768953068591,94.91369486351135
Lenovo ThinkPad T14s Core i5 10th Gen 16GB RAM Laptop,37999.0,7.978411552346571,Core i5 10th Gen,7.0,16.0,8.0,256 M.2 NVME,7.0,Intel UHD 8 GB,4,"14"" FHD 180 Degrees Roted",9.0,8.24136462093863,94.8503161371134
Dell Latitude E7470 Core i7 6th Gen 512GB SSD Laptop,17000.0,9.494584837545126,Intel Core i7 6th Generation,4.799999999999999,16.0,8.0,512GB PCIe NVMe M.2,9.0,Intel HD Graphics 5500,3,14.0 FHD Display,9.0,8.23783393501805,94.7995092564435
HP ProBook 445 G7 Ryzen 5-4500U 16GB RAM Laptop,32999.0,8.33942238267148,AMD Ryzen 5-4500U,6.125,16.0,8.0,256GB NVMe,7.0,AMD Radeon 8GB,6,"14.0 inch diagonal FHD SVA eDP anti-glare LED-backlit slim, 220 cd/m², 45% NTSC",9.0,8.22326895306859,94.58991788623632
Lenovo ThinkPad L13 Core i5 10th Gen Laptop,36999.0,8.050613718411553,Intel Core i5-10310U 10th Gen,7.0,16.0,8.0,256GB,7.0,Intel Ultra HD-8GB,3,"13.3"" FHD Display",8.65,8.220245487364622,94.5464099490574
"HP EliteBook 840 G7 Core i5 10th Gen 14"" Touch",40500.0,7.67283393501805,Intel Core i5-10310U 10th Generation,7.0,16.0,8.0,512GB NVme,9.0,Intel UHD Graphics,4,"14.1"" IPS Full HD anti-glare Touchscreen",9.05,8.21913357400722,94.53040941813067
Hp EliteBook 820 G4 Core i7 7th Gen 16GB RAM/ 256GB SSD,21999.0,9.133646209386281,Intel Core i7 7th Gen Processor,5.5,16.0,8.0,256GB,7.0,Intel HD Graphics 620,3,12.5 Inch Diagonal FHD UWVA Anti-Glare Ultra Slim LED-Backlit 1920 x 1080,8.25,8.203458483754513,94.3048434918847
Dell Latitude 5410 Core i5 10th Gen Laptop,39500.0,7.870036101083032,Intel Core i5-10210U 10th Generation,7.0,16.0,8.0,256GB,7.0,8GB Intel UHD Graphics,4,"14"" FHD LED",9.0,8.198014440433212,94.22650323007468
HP EliteBook 830 G7 Core i5 10th Gen Laptop,38000.0,7.978339350180505,Intel Core i5-10610U 10th Generation,7.0,16.0,8.0,256GB,7.0,Intel 8GB UHD Graphics,3,"13.3 inch Diagonal FHD IPS eDP Anti-Glare WLED-Backlit Bent for WWAN, 250 nits, 45% NTS",8.65,8.191335740072201,94.13039614496297
Lenovo ThinkPad T480 Core i7 8th Gen 512GB SSD Laptop,35000.0,8.19494584837545,Intel Core i7-8650U 8th Generation,6.199999999999999,16.0,8.0,512GB PCIe M.2 NVMe,9.0,Intel UHD Graphics 620,4,"14"" diagonal FHD display",9.0,8.187978339350181,94.08208285352845
HP Elitebook 840 G7 Core i5 10th Gen Laptop,40000.0,7.833935018050542,Intel Core i5-1065G7 10th Generation,7.0,16.0,8.0,256GB NVme,7.0,Intel UHD Graphics,4,"14.1"" Diagonal FHD, Anti-Glare, WLED-Backlit, eDP, 250 nits, 45% NTSC Display",9.05,8.183574007220216,94.01870412713042
Dell Latitude 5401 Core i5 9th Gen 256GB SSD Laptop,32800.0,8.353790613718411,Intel Core i5-9300H 9th Gen,6.299999999999999,16.0,8.0,256GB M. 2,7.0,Intel UHD Graphics 630,4,"14"" Full HD, IPS, Wide Viewing Angle (WVA), 220 nits, 45% (NTSC",9.0,8.181516245487364,93.98909275496088
Lenovo ThinkPad T480s Core i5 8th Gen 16GB RAM,26000.0,8.844765342960288,Intel Core i5 8th Generation,5.6,16.0,8.0,256GB,7.0,Intel UHD Graphics 620,4,"14"" Full HD LED Backlit Anti-Glare IPS Display",9.0,8.167906137184115,93.79324210043592
HP EliteBook 840 G6 Core i7 8th Gen 512GB SSD,34000.0,8.267148014440433,Intel Core i7-8550U 8th Generation,6.199999999999999,16.0,8.0,512GB,9.0,Intel GPU 8GB,3,"14""  IPS anti-glare LED-backlit Display",9.0,8.166859205776174,93.77817666547247
HP Pavilion Core i7 10th Gen 2GB Dedicated Graphic,43500.0,6.706227436823105,Intel Core i7 10th Generation,7.6,16.0,8.0,512GB PCIe NVMe M.2,9.0,2GB Nvidia dedicated graphics,7,"15.6"" Diagonal Full HD IPS Anti Glare Micro Edge WLED Backlit 1920 x 1080P Display",9.8,8.162490974729241,93.71531743683181
HP EliteBook 830 G8 Core i5 11th Gen Laptop,43000.0,6.867328519855596,Intel Core i5-1135G7 11th Gen,7.699999999999999,16.0,8.0,512GB,9.0,Intel Iris Xe 8GB,5,"13.3 inch Diagonal FHD bent, Anti-Glare UMA eDP, 250 nits, 45% NTSC",8.65,8.156931407942238,93.6353147821983
Lenovo Thinkpad X390 Core i7 8th Gen 16GB RAM Laptop,30999.0,8.483826714801443,Intel Core i7-8665U 8th Generation,6.199999999999999,16.0,8.0,256GB,7.0,On-Board Graphics,3,"13.3"" Full HD LED Backlit Anti-Glare",8.65,8.153530685920577,93.5863780934549
Lenovo ThinkPad T480s Core i5 8th Gen 16GB RAM,26500.0,8.808664259927797,Intel Core i5 8th Generation,5.6,16.0,8.0,256GB NVMe M.2,7.0,Intel UHD Graphics 620,4,"14"" Full HD IPS Touch Display",9.0,8.153465703971118,93.58544299749165
Dell XPS 13 9370 Core i5 8th Gen 512GB SSD Laptop,29999.0,8.556028880866426,Intel Core i5-8350U 8th Generation,5.6,16.0,8.0,512 GB M.2 Nvme,9.0,"128MB Shared Memory 4001 GB, Intel UHD Graphics 620",4,13.3'' FHD Infinity Edge display,8.65,8.152411552346571,93.57027366297673
HP EliteBook 840 G6 Core-i7 8th Gen 2GB Dedicated,39999.0,7.8340072202166064,Intel Core i7-8550U 8th Generation,6.199999999999999,16.0,8.0,512GB NVME,9.0,8 GB Built-in and AMD Radeon 2GB dedicated,6,"14"" IPS anti-glare LED-backlit Display",9.0,8.143602888086642,93.44351621018072
HP EliteBook 840 G5 Core i7 8th Gen 2GB Dedicated,40000.0,7.833935018050542,Intel Core i7-8550U 8th Generation,6.199999999999999,16.0,8.0,512GB NVME,9.0,8 GB Built-in and AMD Radeon 2GB dedicated,6,"14"" IPS anti-glare LED-backlit Display",9.0,8.143574007220217,93.44310061197484
Lenovo ThinkPad T490 Core i5 8th Gen 512GB SSD,30500.0,8.51985559566787,Intel Core i5-8365U 8th Generation,5.6,16.0,8.0,512GB,9.0,Intel UHD 4K Graphics 620,4,"14"" FHD IPS",9.0,8.137942238267149,93.36205896182659
Lenovo ThinkPad T480 Core i5 8th Gen 512GB SSD,30500.0,8.51985559566787,Intel Core i5-8260U 8th Generation,5.6,16.0,8.0,512GB,9.0,Intel UHD Graphics 620,4,"14"" Full HD LED Backlit Anti-Glare IPS Display",9.0,8.137942238267149,93.36205896182659
HP EliteBook 845 G7 Ryzen 5 Pro 4650U 256GB SSD,36000.0,8.12274368231047,AMD Ryzen 5 Pro 4650U,6.125,16.0,8.0,256GB NVMe,7.0,AMD Radeon 8GB,6,"14"" IPS 1920 x 1080p",9.0,8.136597472924187,93.34270767036489
"HP EliteBook 845 G7 AMD Ryzen 5 Pro 4650U 14"" Touch",40000.0,7.833935018050542,AMD Ryzen 5 PRO 4650U APU with AMD Radeon Graphics,6.125,16.0,8.0,512GB PCIe NVMe Value,9.0,MD Radeon Graphics,6,"14 inch diagonal FHD IPS eDP anti-glare On-Cell WLED-backlit bent touchscreen, 250 nits, 45% NTSC",9.0,8.121074007220216,93.1193236346998
Dell Latitude 7490 Core i7 8th Gen 256GB Touch Laptop,34000.0,8.267148014440433,Intel Core i7-8650U 8th Gen,6.199999999999999,16.0,8.0,256GB M.2 NVME,7.0,Intel UHD 620,4,"14"" HD Anti Glare FHD Touch Screen",9.0,8.116859205776173,93.05867227152795
HP EliteBook 830 G6 Core i7 8th Gen 256GB SSD Laptop,34000.0,8.267148014440433,Intel Core i7 8th Generation,6.199999999999999,16.0,8.0,256GB,7.0,Intel UHD Graphics 620,4,"13.3"" Full HD",8.65,8.116859205776173,93.05867227152795
Lenovo ThinkPad T14 Ryzen 5 Pro 4650u 16GB RAM,36900.0,8.057761732851986,AMD Ryzen 5 Pro 4650U,6.125,16.0,8.0,256GB M.2 NVMe,7.0,AMD Radeon Graphics,6,14 Inch HD,9.0,8.110604693140793,92.9686692850652
HP EliteBook 830 G7 Core i5 10th Gen 16GB RAM,41000.0,7.51173285198556,Intel Core i5 10th Gen,7.0,16.0,8.0,512GB NVme,9.0,Intel 8GB UHD Graphics,3,"13.3"" FHD, IPS, anti-glare, WLED-backlit, eDP, 250 nits, 45 Percent NTSC",8.65,8.104693140794225,92.88360152729744
Dell Latitude E7490 Core i5 8th Gen 16GB RAM Laptop,26500.0,8.808664259927797,Intel Core i5-8250U 8th Generation,5.6,16.0,8.0,256GB,7.0,Intel HD graphics,3,"14"" Full HD Display",9.0,8.10346570397112,92.86593860354716
HP EliteBook 845 G8 Ryzen 5 Pro 5650U 256GB SSD,41800.0,7.253971119133575,AMD Ryzen 5 PRO 5650U,7.13125,16.0,8.0,256GB NVMe,7.0,AMD Radeon 8GB,6,"14"" FHD",9.0,8.09096344765343,92.6860300364512
HP Probook 440 G6 Core i5 8th Gen 16GB RAM / 512GB SSD,30500.0,8.51985559566787,Intel Core i5 8th Gen,5.6,16.0,8.0,512GB,9.0,Integrated graphics with processor,3,14.1 FHD Display,9.05,8.08794223826715,92.6425545678821
HP EliteBook 850 G6 Core i7 8th 512GB SSD Laptop,38500.0,7.942238267148014,Intel Core i7-8665U 8th Gen,6.199999999999999,16.0,8.0,512GB NVMe,9.0,Intel UHD Graphics 8GB,4,"15.6 inch Diagonal FHD eDP Anti-Glare WLED-Backlit Slim, 250nits Brightness, 45% NTSC",9.8,8.086895306859205,92.62748913291861
HP EliteBook 845 G7 Ryzen 5 Pro 4650U 16GB RAM,36000.0,8.12274368231047,AMD Ryzen 5 Pro 4650U,6.125,16.0,8.0,512GB NVMe,9.0,8GB Graphic Integated with Processor,3,14″ IPS 1920 x 1080p (Full HD),9.0,8.086597472924188,92.6232032764204
HP Pavilion 15-au17TX  i5 7th Gen 16GB RAM Laptop,27000.0,8.772563176895307,Intel Core i5-7200U 7th Generation,4.9,16.0,8.0,256GB M.2 NVME,7.0,8GB Graphics with 4GB Dedicated NVIDIA GeForce 940MX,7,"15.6"" Diagonal HD Bright View LED Backlight",9.8,8.079025270758123,92.514238621814
Dell Xps 13 9370 Core i7 8th Gen 16GB RAM Laptop,39000.0,7.906137184115524,Intel Core i7-8550U 8th Gen,6.199999999999999,16.0,8.0,512GB NVME,9.0,‎Intel UHD Graphics 620,4,13.3'' 4K Ultra HD Infinity Edge touch display,8.65,8.07245487364621,92.41969002997436
HP ProBook 445 G7 Ryzen 5 4500U 512GB SSD Laptop,36500.0,8.086642599277978,AMD Ryzen 5 4500U,6.125,16.0,8.0,512GB NVME,9.0,"Readeon Dedicated 512MB, Readeon Share Graphics 8 GB",3,"14"" diagonal FHD IPS anti-Glare LED-backlit Display",9.0,8.072157039711191,92.41540417347613
HP EliteBook 840 G6 Core i5 8th Gen 16GB RAM Laptop,33000.0,8.339350180505415,Intel Core i5 8th Gen,5.6,16.0,8.0,512GB,9.0,Intel UHD Graphics 620,4,14-inch diagonal FHD IPS LED-backlit,9.0,8.065740072202166,92.32306344710528
"Dell Latitude 7380 Core i7 7th Gen 13.3"" FHD Laptop",27000.0,8.772563176895307,Intel Core i7 7th Generation,5.5,16.0,8.0,256GB,7.0,Intel HD Graphics 620,3,"13.3"" FHD Diagonal Screen 1920 x 1080p Resolution",8.65,8.059025270758124,92.22643686423622
HP EliteBook 840 G6 Core i7 8th Gen 8GB RAM 256GB SSD,34500.0,8.231046931407942,Intel Core i7-8550U 8th Generation,6.199999999999999,16.0,8.0,256GB M.2 PCIe NVM,7.0,Intel GPU 8GB,3,"14"" IPS anti-glare LED-backlit Display",9.0,8.052418772563177,92.13136877463921
Lenovo ThinkPad T490s Core i5 8th Gen 16GB / 256GB,30000.0,8.55595667870036,Intel Core i5-8500U 8th Gen,5.6,16.0,8.0,256GB SSD,7.0,Intel UHD graphics,4,"14"" FHD IPS, Anti-Glare",9.0,8.052382671480144,92.13084927688183
HP EliteBook 840 G6 Core i5 8th Gen 16GB RAM Laptop,30000.0,8.55595667870036,Intel Core i5-8265U 8th Generation,5.6,16.0,8.0,256GB,7.0,Intel UHD Graphics 620 Graphics,4,"14"" Diagonal FHD IPS Anti-Glare LED-Backlit Display",9.0,8.052382671480144,92.13084927688183
Lenovo ThinkPad T490s i7 8th Gen 16GB RAM 512GB SSD,37999.0,7.978411552346571,Intel Core i7-8665U 8th Gen,6.199999999999999,16.0,8.0,512GB NVMe,9.0,Intel Ultra HD- 8GB,3,"14"" FHD",9.0,8.051364620938628,92.11619944012426
Lenovo Thinkpad X1 Carbon Core i7 8th Gen 512GB SSD,38000.0,7.978339350180505,Intel Core i7-8550U 8th Generation,6.199999999999999,16.0,8.0,512GB,9.0,Intel HD Graphics 4GB,3,"14"" WQHD IPS, Anti-Glare, 300 nit",9.0,8.051335740072203,92.11578384191839
HP EliteBook 850 G6 Core i7 8th 512GB SSD Touch Laptop,40000.0,7.833935018050542,Intel Core i7-8665U 8th Gen,6.199999999999999,16.0,8.0,512GB NVMe,9.0,Intel UHD Graphics 8GB,4,15.6 FHD Touch Display,9.8,8.043574007220217,92.00409182408585
HP ProBook 445 G8 Ryzen 5 5600U 512GB SSD Laptop,43000.0,6.867328519855596,AMD Ryzen 5 5600U,7.13125,16.0,8.0,512GB NVME M.2,9.0,AMD Radeon 4GB,6,"14 inch diagonal HD SVA eDP anti-glare, narrow bezel bent, 250 nits, 45% NTS",9.0,8.036306407942238,91.89951043180717
Lenovo x390 Yoga Core i5 8th Gen Touch Laptop with Pen,28990.0,8.628880866425993,Intel Core i5 8th Generation Processor,5.6,16.0,8.0,256GB M.2 NVMe,7.0,Built-In Intel 8 GB,3,"13.3"" Full HD IPS anti glare Touch x360 rotation Display",8.65,8.031552346570397,91.83109907088473
Dell Latitude 5420 Core i5 11th Gen 256GB SSD Laptop,42500.0,7.028429602888087,Intel Core i5-1135G7 11th Gen Generation,7.699999999999999,16.0,8.0,256GB M.2 PCIe NVM,7.0,Intel(R) Iris(R) Xe and 8GB shared Graphics,3,14 inch FHD Display,9.0,8.021371841155235,91.68460070330904
HP ProBook 635 G7 Ryzen 5 4550U 16GB RAM Laptop,35000.0,8.19494584837545,AMD Ryzen 5 4550U,6.125,16.0,8.0,256 GB Nvme,7.0,8 GB Share Graphich 512 Dedicated,3,"13.3 inch diagonal HD SVA eDP anti-glare LED-backlit slim, 220 cd/m², 45% NTSC",8.65,8.01547833935018,91.5997926944199
HP ProBook 635 Aero G7 Ryzen 5 4550U Laptop,35000.0,8.19494584837545,AMD Ryzen 5 4550U,6.125,16.0,8.0,256 GB,7.0,8 GB Share Graphic,3,"13.3 inch diagonal, FHD, IPS, anti-glare, 1000 nits, 72% NTSC",8.65,8.01547833935018,91.5997926944199
"Lenovo Thinkpad X1 Carbon Core i5 8th Gen 14"" Laptop",33499.0,8.30332129963899,Intel Core i5 8th Generation,5.6,16.0,8.0,512GB,9.0,Integrated UHD Graphics 620,3,14-inch 1920 x 1080P IPS Display,9.0,8.001328519855598,91.39617554842245
Dell Latitude 7400 Core i5 8th Gen 16GB RAM 256GB SSD,32000.0,8.411552346570396,Intel Core i5-8365U 8th Generation,5.6,16.0,8.0,256GB NVMe,7.0,8Gb Intel UHD,4,"14"" FHD IPS Borderless",9.0,7.994620938628159,91.2996528651048
Lenovo ThinkPad T490s Core i7 8th Gen 512GB SSD Touch,40000.0,7.833935018050542,Intel Core i7-8565U 8th Generation,6.199999999999999,16.0,8.0,512GB NVMe,9.0,,3,"14"" FHD Touchscreen Display",9.0,7.993574007220217,91.28458743014136
Asus VivoBook S15 S530FA i5 8th Gen 16GB RAM Laptop,36000.0,8.12274368231047,Core i5-8265U 8th Generation,5.6,16.0,8.0,512GB SSD + 1TB 5400RPM SATA HDD,10.0,UHD 620 Graphics,3,15.6 Inch FHD Display,9.8,7.979097472924188,91.07626882943973
HP ZBook 14U G6 Core i5 8th Gen,33000.0,8.339350180505415,Intel Core i5-8250U 8th Generation,5.6,16.0,8.0,256GB,7.0,Intel UHD Graphics 620,4,"14"" diagonal FHD IPS eDP Anti-Glare LED-Backlit",9.0,7.965740072202166,90.88405465921629
HP EliteBook 830 G7 Core i7 10th Gen Laptop,43500.0,6.706227436823105,Intel Core i7-10610U 10th Generation,7.6,16.0,8.0,512GB,9.0,Intel 8GB UHD Graphics,3,"13.3 inch Diagonal FHD IPS eDP Anti-Glare WLED-Backlit Bent for WWAN, 250 nits, 45% NTS",8.65,7.962490974729242,90.83729986105382
"Dell Latitude 7389 2-in-1 Core i7 7th Gen 13.3"" Touch",30500.0,8.51985559566787,Intel Core i7-7600U 7th Gen,5.5,16.0,8.0,256GB M.2 2280 PCIe,7.0,Intel HD Graphics 620,3,"13.3 inch FHD, Touchscreen with corning gorilla glass 4 Protection",8.65,7.957942238267148,90.7718431436264
HP Elitebook 835 G7 Ryzen 5 Pro 4650U 256GB SSD Laptop,37000.0,8.050541516245488,Ryzen 5 Pro 4650U,6.125,16.0,8.0,256GB,7.0,8GB Integrated & 512MB Dedicated,3,"13.3"" FHD",8.65,7.957716606498195,90.76859628264287
HP EliteBook x360 1030 G3 Core i5 8th Gen 16GB RAM,37000.0,8.050541516245488,Intel Core i5-8350U 8th Generation,5.6,16.0,8.0,512GB Nvme M.2,9.0,Intel UHD Graphics 620,4,13.3 inch diagonal FHD IPS eDP with PSR Anti-Glare LED-Backlit Touchscreen,8.65,7.950216606498196,90.66067062355123
HP Elitebook 1040 G4 Core i7 7th Gen 16GB RAM,31500.0,8.447653429602887,Intel Core i7 7th Gen,5.5,16.0,8.0,256GB M.2,7.0,Intel HD Graphics 630,3,"14.0-inch Diagonal FHD IPS eDP LED-backlit touch screen, 700 cd/m2, 100% sRGB with Corning Gorilla Glass 4, Privacy Screen, and WWAN (1920 x 1080)",9.0,7.929061371841155,90.35624493773787
HP EliteBook 830 G8 i5 11th Gen 256GB SSD / 16GB RAM,44000.0,6.545126353790614,Intel Core i5-1135G7 11th Gen,7.699999999999999,16.0,8.0,256GB NVMe,7.0,Intel Iris Xe 8GB,5,"13.3-inch Diagonal FHD bent, Anti-Glare UMA eDP, 250 nits, 45% NTSC",8.65,7.928050541516244,90.34169900053173
"HP ZBook Firefly 14 G7 Core i5 10th Gen 14"" FHD Laptop",42000.0,7.1895306859205785,Intel Core i5 10310U 10th Generation,7.0,16.0,8.0,256 GB PCIe Gen 3 x4 NVMe M.2,7.0,Intel UHD Graphics,4,"14 inch diagonal with HP SureView Reflect Integrated Privacy Display, FHD IPS eDP and PSR anti-glare, 72% NTSC at 1000 nits",9.0,7.925812274368232,90.30949013957542
"HP 15-dw Core i7 10th Gen 15.6"" Touch Laptop",44999.0,6.223246389891697,Intel Core i7-10700 10th Generation,7.6,16.0,8.0,256GB M.2 PCIe NVMe + 1 TB 5400 rpm SATA HDD,10.0,Intel IRIS PLUS UHD Graphics,5,"15.6″ diagonal, HD",9.8,7.919298555956679,90.21575715921483
Lenovo ThinkPad L390 Yoga Core i5 8th Gen Touch Laptop,32999.0,8.33942238267148,Intel Core i5-8365U 8th Generation,5.6,16.0,8.0,256GB NVMe,7.0,Intel Ultra HD 8GB,3,"13.3"" FHD IPS, anti-reflective, touchscreen, 300 nits",8.65,7.915768953068592,90.16496586347768
HP ZBook 14u G5 Core i5 8th Gen 256GB SSD,33000.0,8.339350180505415,Intel Core i5 8th Gen,5.6,16.0,8.0,256GB,7.0,Intel HD Graphics 620,3,"14.0"" diagonal LED-backlit FHD UWVA eDP with PSR, anti-glare and SureView Privacy filter",9.0,7.915740072202166,90.16455026527177
HP EliteBook 845 G7 Ryzen 7 Pro 4750U 512GB SSD,43000.0,6.867328519855596,AMD Ryzen 7 Pro 4750U,6.725,16.0,8.0,512GB,9.0,AMD Radeon Graphics,6,14.00 inch FHD,9.0,7.914431407942238,90.14571847156746
Dell Inspiron15-7559 Core i7 4GB Graphics Gaming Laptop,37000.0,8.050541516245488,Intel Core i7 6th Gen 6700HQ,4.799999999999999,16.0,8.0,512GB,9.0,Intel HD graphics 4GB with NVIDIA GeForce GTX 960M 4GB Dedicated Graphics,8,"15.6"" Full HD LED Display",9.8,7.910216606498196,90.0850671083956
Lenovo ThinkPad  X1 Carbon Core i5 8th Gen 16GB RAM,33490.0,8.303971119133575,Intel Core i5 8th Gen,5.6,16.0,8.0,256GB  NVMe,7.0,Integrated UHD Graphics 620,3,14 inches 1920 x 1080 Pixels IPS Display,9.0,7.90158844765343,89.96090714438643
Lenovo ThinkPad X1 Carbon Gen 7 Core i5 8th Gen Laptop,37000.0,8.050541516245488,Intel Core i5 8th Gen,5.6,16.0,8.0,512 Nvme,9.0,Intel HD Graphics 620,3,"14"" FHD Resolution, IPS Panel, Low Power, 400 nits Brightness Display",9.0,7.900216606498196,89.94116622960672
HP EliteBook 840 G3 Core i7 6th Gen 16GB RAM Laptop,25500.0,8.88086642599278,Intel Core i7-6700 6th Generation,4.799999999999999,16.0,8.0,256GB,7.0,,3,14 Inch Diagonal LED-Backlit HD Anti-Glare,9.0,7.8923465703971125,89.82791571850208
HP EliteBook 840 G6 Core i5 8th 256GB SSD Touch,33900.0,8.274368231046932,Intel Core i5-8265U 8th Generation,5.6,16.0,8.0,256GB,7.0,Built in 8GB,3,"14-inch diagonal FHD IPS eDP Anti-Glare On-Cell WLED-backlit slim touchscreen, 250 nits, 45% NTSC",9.0,7.8897472924187735,89.79051187997213
HP EliteBook 850 G5 Core i5 8th Gen 16 RAM Touch Laptop,38000.0,7.978339350180505,Intel Core i5 8th Gen,5.6,16.0,8.0,512GB NVMe,9.0,Intel HD Graphics 620,3,"15.6 inch diagonal FHD IPS LED-backlit touch screen with Corning Gorilla Glass 3, 220 cd/m2, 45% sRGB",9.8,7.871335740072203,89.5255680237182
Apple MacBook Pro 2014 Core i7 16GB RAM & 256GB SSD,37000.0,8.050541516245488,Intel core i7 processor,5.5,16.0,8.0,256GB,7.0,Intel Iris Pro Graphics,5,15 inch LED-Backlit Retina Display,9.5,7.870216606498195,89.50946359324
Dell Latitude 7400 Metal Body Core i7 8th Gen Touch,41500.0,7.350631768953068,Intel Core i7-8665U 8th Generation,6.199999999999999,16.0,8.0,512GB NVME M.2,9.0,Intel UHD Graphics 620,4,14-inch FHD Touchscreen,9.0,7.850252707581228,89.22218133341958
HP EliteBook 745 G6 Ryzen 5 3500U 16GB RAM Laptop,30500.0,8.51985559566787,AMD Ryzen 5 3500U,5.11875,16.0,8.0,256GB PCIe NVMe Value,7.0,2GB dedicated graphics,3,"14 inch diagonal FHD IPS eDP anti-glare WLED-backlit slim, 250 nits, 45% NTSC",9.0,7.843567238267148,89.12597684247834
HP EliteBook 840 G8 Core i5 11th Gen 16GB RAM,45500.0,6.061823104693141,Intel Core i5 11th Generation,7.699999999999999,16.0,8.0,512GB NVME SSD,9.0,Intel Iris Xe 8GB Graphics,5,"14"" diagonal FHD display",9.0,7.834729241877255,88.99879729775448
Dell Latitude 7390 2-in-1 Core i5 8th Gen Laptop,38000.0,7.978339350180505,Intel Core i5-8250U 8th Gen,5.6,16.0,8.0,256GB,7.0,Intel UHD Graphics 620,4,"13.3"" FHD",8.65,7.821335740072202,88.80606362977367
"Lenovo ThinkPad T495s Ryzen-5 3500U 14"" Touch",32000.0,8.411552346570396,AMD Ryzen 5 3500U,5.11875,16.0,8.0,256GB,7.0,"Dedicated 2GB Graphics, Shared 4GB Graphics",3,"14"" FHD, Wide View Angle Anti Glare 300-nits LED Backlit Touch",9.0,7.800245938628159,88.50257953364556
HP EliteBooK 745 G5 Ryzen 7 2700U Pro,32999.0,8.33942238267148,AMD Ryzen 7 2700U,4.7124999999999995,16.0,8.0,256GB Solid State Drive,7.0,AMD Radeon Graphics 8GB,6,"14 inch diagonal FHD IPS anti-glare LED-backlit, 220 cd/m², 45% sRGB",9.0,7.799518953068591,88.49211814755671
HP Elitebook 840 G8 Core i5 11th Gen Laptop,44999.0,6.223246389891697,Intel Core i5 11th Generation,7.699999999999999,16.0,8.0,256GB NVMe,7.0,Intel Iris Xe Graphics,5,"14"" diagonal FHD display",9.0,7.799298555956678,88.48894661374801
HP EliteBook 845 G7 Ryzen 7 Pro 4750U 512GB SSD Touch,42800.0,6.931768953068592,AMD Ryzen 7 Pro 4750U,6.725,16.0,8.0,512 GB PCIe NVMe M.2 TLC,9.0,,3,"14 inch Diagonal FHD IPS eDP anti-glare On-Cell WLED-backlit bent Touchscreen, 250nits, 45% NTSC",9.0,7.7902075812274365,88.35812668848946
Lenovo ThinkPad T14 AMD Ryzen 5 Pro 5850U,44999.0,6.223246389891697,AMD Ryzen 5 Pro,7.13125,16.0,8.0,512GB M.2 NVMe,9.0,Integrated AMD Radeon Graphics,6,14 Inch HD,9.0,7.778673555956679,88.19215105124593
